ticker,company_name,NASDAQ_sector,cusip,13F_name,cusip8,cik
EMMA,Emmaus Life Sciences Incorporation,Healthcare,,,nan,
NNVC,NanoViricides Inc. Common Stock,Healthcare,630087302,NANOVIRICIDES INC,63008730,1379006.0
CBLI,Cleveland BioLabs Inc. Common Stock,Healthcare,185860202,CLEVELAND BIOLABS INC,18586020,1318641.0
SPHDF,Santhera Pharmaceuticals Holding AG,Healthcare,,,nan,
IMRN,Immuron Limited American Depositary Shares,Healthcare,45254U101,IMMURON LTD,45254U10,1660046.0
RNUGF,Reneuron Group,Healthcare,,,nan,
ZSAN,Zosano Pharma Corporation Common Stock,Healthcare,98979H202,ZOSANO PHARMA CORP,98979H20,1587221.0
OSIMF,OSIMF,Healthcare,,,nan,
ASPCF,Acerus Pharmaceuticals Corp,Healthcare,,,nan,
EKSO,Ekso Bionics Holdings Inc. Common Stock,Healthcare,282644301,EKSO BIONICS HLDGS INC,28264430,
APEN,Apollo Endosurgery Inc. Common Stock,Healthcare,03767D108,APOLLO ENDOSURGERY INC,03767D10,1251769.0
SLGWF,SLANG Worldwide Inc,Healthcare,,,nan,
VCNX,Vaccinex Inc. Common Stock,Healthcare,918640103,VACCINEX INC,91864010,1205922.0
PMEDF,Predictmedix Inc,Healthcare,,,nan,
NEOS,Neos Therapeutics Inc. Common Stock,Healthcare,64052L106,NEOS THERAPEUTICS INC,64052L10,1467652.0
KMPH,KemPharm Inc,Healthcare,,,nan,
PULM,Pulmatrix Inc. Common Stock,Healthcare,74584P202,PULMATRIX INC,74584P20,1574235.0
ABIO,ARCA biopharma Inc. Common Stock,Healthcare,00211Y506,ARCA BIOPHARMA INC,00211Y50,907654.0
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,Healthcare,03635R107,ANPAC BIO MED SCIENCE CO LTD,03635R10,
MVRBF,Medivir AB - Class B,Healthcare,,,nan,
GPHG,Global Pharm Holdings Group Inc,Healthcare,,,nan,
NEVPF,Abliva AB (publ),Healthcare,,,nan,
ONCT,Oncternal Therapeutics Inc. Common Stock,Healthcare,68236P107,ONCTERNAL THERAPEUTICS INC,68236P10,1260990.0
RPGLF,Regent Pacific Group Ltd.,Healthcare,,,nan,
PRPO,Precipio Inc.  Common Stock,Healthcare,74019L503,PRECIPIO INC,74019L50,
GCTY,GCTY,Healthcare,,,nan,
ZGSI,Zero Gravity Solutions Inc,Healthcare,,,nan,
CLCS,Cell Source Inc,Healthcare,,,nan,
MTEX,Mannatech Incorporated Common Stock,Healthcare,563771203,MANNATECH INC,56377120,1056358.0
ATHE,Alterity Therapeutics Limited American Depositary Shares,Healthcare,02155X106,ALTERITY THERAPEUTICS LTD,02155X10,
ANVS,Annovis Bio Inc. Common Stock,Healthcare,03615A108,ANNOVIS BIO INC,03615A10,1477845.0
KLFE,Kannalife Inc,Healthcare,,,nan,
MDBBF,Medlab Clinical Limited,Healthcare,,,nan,
MLND,Millendo Therapeutics Inc. Common Stock,Healthcare,60040X103,MILLENDO THERAPEUTICS INC,60040X10,1544227.0
ADXS,Advaxis Inc. Common Stock,Healthcare,007624307,ADVAXIS INC,00762430,1100397.0
OGEN,Oragenics Inc. Common Stock,Healthcare,684023302,ORAGENICS INC,68402330,1174940.0
LIFE,aTyr Pharma Inc. Common Stock,Healthcare,002120202,ATYR PHARMA INC,00212020,1339970.0
ACER,Acer Therapeutics Inc. Common Stock (DE),Healthcare,00444P108,ACER THERAPEUTICS INC,00444P10,1069308.0
DARE,Dare Bioscience Inc. Common Stock,Healthcare,23666P101,DARE BIOSCIENCE INC,23666P10,1401914.0
CLRB,Cellectar Biosciences Inc.  Common Stock,Healthcare,15117F500,CELLECTAR BIOSCIENCES INC,15117F50,1279704.0
TAFFF,TAFFF,Healthcare,,,nan,
OPNT,Opiant Pharmaceuticals Inc. Common Stock,Healthcare,683750103,OPIANT PHARMACEUTICALS INC,68375010,1385508.0
ARTH,Arch Therapeutics Inc,Healthcare,,,nan,
BLCM,Bellicum Pharmaceuticals Inc. Common Stock,Healthcare,079481404,BELLICUM PHARMACEUTICALS INC,07948140,1358403.0
BLRX,BioLineRx Ltd. American Depositary Shares,Healthcare,09071M205,BIOLINERX LTD,09071M20,1498403.0
CNSP,CNS Pharmaceuticals Inc. Common Stock,Healthcare,18978H102,CNS PHARMACEUTICALS INC,18978H10,
MBGRF,Moberg Pharma AB,Healthcare,,,nan,
LEPX,Mu Yan Technology Group,Healthcare,,,nan,
RHNMF,Rhinomed Limited,Healthcare,,,nan,
NBY,NovaBay Pharmaceuticals Inc. Common Stock,Healthcare,66987P201,NOVABAY PHARMACEUTICALS INC,66987P20,1389545.0
ACHV,Achieve Life Sciences Inc. Common Shares,Healthcare,004468203,ACHIEVE LIFE SCIENCE INC,00446820,949858.0
